fecha_devolucion,id_producto,id_tienda,cantidad_devuelta
1/12/2027,361,7,1
1/12/2027,726,7,1
13/1/2027,466,17,1
13/1/2027,551,17,1
13/1/2027,592,17,1
13/1/2027,895,17,1
13/1/2027,982,17,1
13/1/2027,1107,15,2
13/1/2027,1291,3,1
13/1/2027,1523,15,2
13/1/2027,1531,17,1
14/1/2027,439,6,1
14/1/2027,1098,6,2
15/1/2027,366,24,1
15/1/2027,603,24,1
15/1/2027,879,24,1
15/1/2027,1162,24,1
15/1/2027,1179,24,1
16/1/2027,391,17,1
16/1/2027,551,17,2
16/1/2027,760,17,2
16/1/2027,1043,17,1
16/1/2027,1398,17,1
16/1/2027,1439,17,1
17/1/2027,17,6,1
17/1/2027,176,11,1
17/1/2027,194,6,2
17/1/2027,320,24,1
17/1/2027,598,24,2
17/1/2027,865,24,1
17/1/2027,952,11,2
17/1/2027,954,24,2
17/1/2027,1004,11,1
17/1/2027,1271,24,1
18/1/2027,13,15,1
18/1/2027,139,15,1
18/1/2027,360,15,1
18/1/2027,537,15,1
19/1/2027,167,7,1
19/1/2027,434,16,1
19/1/2027,455,7,1
19/1/2027,497,7,1
19/1/2027,1051,16,1
19/1/2027,1337,7,1
19/1/2027,1463,7,1
19/1/2027,1496,16,2
19/1/2027,1542,7,1
20/1/2027,93,11,1
20/1/2027,100,13,1
20/1/2027,197,16,1
20/1/2027,271,13,1
20/1/2027,443,7,1
20/1/2027,563,16,1
20/1/2027,683,11,1
20/1/2027,784,13,1
20/1/2027,860,11,1
20/1/2027,894,7,1
20/1/2027,1038,11,1
20/1/2027,1045,16,2
20/1/2027,1053,16,1
20/1/2027,1212,11,1
20/1/2027,1218,13,1
20/1/2027,1220,13,1
20/1/2027,1355,16,1
20/1/2027,1357,13,2
20/1/2027,1402,13,1
20/1/2027,1556,16,1
21/1/2027,259,3,1
21/1/2027,360,16,1
21/1/2027,486,16,1
21/1/2027,520,3,2
21/1/2027,651,13,1
21/1/2027,851,13,1
21/1/2027,921,13,1
21/1/2027,952,13,1
21/1/2027,1169,3,1
21/1/2027,1452,16,1
21/1/2027,1481,3,2
23/1/2027,179,13,1
23/1/2027,328,13,1
23/1/2027,688,13,1
23/1/2027,1432,13,2
23/1/2027,1549,13,1
25/1/2027,222,15,1
25/1/2027,324,16,1
25/1/2027,358,23,1
25/1/2027,375,16,1
25/1/2027,810,15,1
25/1/2027,814,15,2
25/1/2027,990,23,1
25/1/2027,1147,3,2
25/1/2027,1295,15,2
26/1/2027,43,17,1
26/1/2027,603,17,1
26/1/2027,1013,17,1
26/1/2027,1185,17,1
26/1/2027,1273,17,2
26/1/2027,1397,17,1
26/1/2027,1428,17,1
27/1/2027,393,15,1
27/1/2027,530,15,1
27/1/2027,623,15,2
28/1/2027,231,11,1
29/1/2027,501,17,1
29/1/2027,755,17,1
29/1/2027,936,17,1
29/1/2027,1161,17,1
29/1/2027,1293,17,2
29/1/2027,1526,17,1
2/1/2027,302,3,1
2/1/2027,663,3,1
2/1/2027,882,3,2
2/1/2027,1440,3,1
2/2/2027,637,15,1
2/2/2027,921,16,1
2/2/2027,1054,15,1
2/2/2027,1442,15,2
2/2/2027,1473,15,1
2/3/2027,97,24,2
2/3/2027,196,13,1
2/3/2027,247,15,1
2/3/2027,292,24,1
2/3/2027,466,16,1
2/3/2027,539,24,1
2/3/2027,684,15,1
2/3/2027,900,13,1
2/3/2027,928,15,1
2/3/2027,1067,13,1
2/3/2027,1140,15,1
2/3/2027,1190,24,1
2/3/2027,1201,16,2
2/3/2027,1351,13,1
2/3/2027,1464,15,1
2/4/2027,653,15,1
2/4/2027,687,15,1
2/4/2027,1244,15,1
2/4/2027,1246,15,1
2/4/2027,1275,15,2
2/5/2027,210,11,2
2/5/2027,283,11,1
2/5/2027,389,11,1
2/5/2027,642,11,1
2/5/2027,789,11,1
2/5/2027,907,24,1
2/5/2027,1076,11,2
2/5/2027,1168,6,1
2/7/2027,71,23,1
2/7/2027,260,24,1
2/7/2027,408,24,1
2/7/2027,528,6,1
2/7/2027,709,24,1
2/7/2027,1080,6,1
2/7/2027,1447,6,1
2/8/2027,175,13,1
2/8/2027,479,13,1
2/10/2027,249,17,1
2/10/2027,972,17,1
2/10/2027,1090,17,1
2/10/2027,1502,17,1
2/11/2027,28,23,1
2/11/2027,91,11,2
2/11/2027,555,23,1
2/11/2027,625,11,1
2/11/2027,668,11,1
2/11/2027,1528,23,1
2/12/2027,11,6,1
2/12/2027,231,17,2
2/12/2027,269,6,1
2/12/2027,499,7,1
2/12/2027,548,6,1
2/12/2027,551,6,1
2/12/2027,575,11,1
2/12/2027,661,7,2
2/12/2027,913,17,2
2/12/2027,978,7,1
2/12/2027,983,7,1
2/12/2027,1430,11,1
2/12/2027,1475,11,1
2/12/2027,1549,6,1
13/2/2027,105,7,1
13/2/2027,327,7,2
13/2/2027,493,7,1
13/2/2027,881,7,1
13/2/2027,951,7,1
13/2/2027,1472,7,1
14/2/2027,53,3,2
14/2/2027,362,23,1
14/2/2027,526,6,1
14/2/2027,564,23,1
14/2/2027,648,6,1
14/2/2027,914,6,1
14/2/2027,964,3,1
14/2/2027,995,23,2
14/2/2027,1169,3,2
15/2/2027,370,15,2
15/2/2027,376,7,1
15/2/2027,386,3,1
15/2/2027,467,15,1
15/2/2027,482,3,1
15/2/2027,734,15,1
15/2/2027,799,3,2
15/2/2027,914,7,1
15/2/2027,927,7,1
15/2/2027,935,3,1
15/2/2027,1260,15,1
16/2/2027,815,24,1
16/2/2027,1142,24,1
16/2/2027,1405,24,1
16/2/2027,1414,24,1
17/2/2027,10,17,1
17/2/2027,174,17,2
17/2/2027,217,17,1
17/2/2027,417,17,1
17/2/2027,434,6,1
17/2/2027,507,17,1
17/2/2027,681,17,1
17/2/2027,712,3,1
17/2/2027,984,17,1
18/2/2027,142,16,1
18/2/2027,312,16,1
18/2/2027,335,16,1
18/2/2027,752,16,2
18/2/2027,899,23,1
18/2/2027,1449,16,1
19/2/2027,172,17,1
19/2/2027,181,17,1
19/2/2027,234,17,2
19/2/2027,349,15,1
19/2/2027,536,13,1
19/2/2027,985,17,1
19/2/2027,1088,15,1
19/2/2027,1106,13,1
19/2/2027,1347,13,1
19/2/2027,1376,13,1
20/2/2027,52,11,1
21/2/2027,122,3,1
21/2/2027,1329,3,1
22/2/2027,1164,13,1
22/2/2027,1252,13,1
23/2/2027,41,24,1
23/2/2027,881,24,1
23/2/2027,1464,24,2
25/2/2027,80,17,2
25/2/2027,105,17,1
25/2/2027,143,17,1
25/2/2027,258,17,2
25/2/2027,466,17,1
25/2/2027,512,7,1
25/2/2027,961,7,1
25/2/2027,1182,17,1
25/2/2027,1189,17,1
25/2/2027,1235,17,2
26/2/2027,132,13,1
26/2/2027,440,13,1
26/2/2027,460,16,2
26/2/2027,495,13,1
26/2/2027,557,16,1
26/2/2027,639,13,1
26/2/2027,852,16,1
26/2/2027,856,13,1
26/2/2027,883,13,1
26/2/2027,1019,16,1
26/2/2027,1103,16,2
26/2/2027,1216,16,2
26/2/2027,1281,13,1
27/2/2027,239,11,1
27/2/2027,495,11,1
27/2/2027,511,11,1
27/2/2027,799,16,1
27/2/2027,821,16,1
27/2/2027,894,16,1
27/2/2027,969,11,1
27/2/2027,1381,16,1
3/1/2027,137,16,1
3/1/2027,474,23,1
3/1/2027,750,16,1
3/2/2027,650,13,1
3/2/2027,778,13,1
3/2/2027,1128,13,1
3/2/2027,1137,13,2
3/2/2027,1220,7,2
3/2/2027,1406,13,2
3/2/2027,1437,7,1
3/2/2027,1453,7,1
3/3/2027,344,24,1
3/3/2027,457,11,2
3/3/2027,466,11,1
3/3/2027,477,11,1
3/3/2027,803,24,1
3/3/2027,947,11,1
3/3/2027,1021,24,1
3/3/2027,1198,11,1
3/3/2027,1296,11,1
3/3/2027,1298,24,1
3/3/2027,1305,11,1
3/3/2027,1400,24,1
3/4/2027,20,13,1
3/4/2027,862,13,1
3/4/2027,1231,13,1
3/5/2027,54,15,1
3/5/2027,752,15,2
3/5/2027,804,15,1
3/5/2027,906,11,1
3/5/2027,1236,15,2
3/5/2027,1328,11,2
3/5/2027,1369,11,1
3/8/2027,379,16,1
3/8/2027,784,16,1
3/8/2027,888,16,1
3/8/2027,909,16,1
3/10/2027,281,24,1
3/10/2027,360,24,1
3/10/2027,428,24,2
3/10/2027,564,24,1
3/10/2027,581,16,1
3/10/2027,814,16,1
3/10/2027,1044,24,1
3/10/2027,1222,24,1
3/10/2027,1305,16,1
3/10/2027,1318,6,1
3/10/2027,1347,24,1
3/11/2027,522,15,2
3/11/2027,555,15,2
3/11/2027,871,15,1
3/11/2027,990,15,1
3/11/2027,1274,15,1
3/11/2027,1497,15,1
3/12/2027,515,3,2
3/12/2027,722,3,1
3/12/2027,1514,3,1
3/12/2027,1533,3,1
13/3/2027,207,7,1
13/3/2027,566,7,1
13/3/2027,789,13,1
13/3/2027,903,7,1
13/3/2027,920,13,1
13/3/2027,957,13,2
13/3/2027,990,23,1
13/3/2027,1356,13,1
13/3/2027,1458,13,1
13/3/2027,1469,7,1
14/3/2027,100,15,1
14/3/2027,246,6,1
14/3/2027,373,15,1
14/3/2027,902,15,2
14/3/2027,1269,15,2
15/3/2027,20,15,1
15/3/2027,208,3,2
15/3/2027,209,15,1
15/3/2027,517,15,1
15/3/2027,824,24,1
15/3/2027,848,15,1
15/3/2027,987,3,1
15/3/2027,1382,24,1
15/3/2027,1433,3,1
15/3/2027,1483,15,1
16/3/2027,574,16,1
16/3/2027,951,16,2
16/3/2027,1207,16,2
16/3/2027,1433,16,1
17/3/2027,800,3,2
17/3/2027,939,3,1
17/3/2027,1029,3,1
18/3/2027,106,17,2
18/3/2027,343,16,1
18/3/2027,376,16,1
18/3/2027,574,16,2
18/3/2027,599,17,1
18/3/2027,1165,17,2
18/3/2027,1231,16,1
18/3/2027,1316,17,2
18/3/2027,1454,17,1
18/3/2027,1493,16,1
19/3/2027,238,3,1
19/3/2027,551,23,1
19/3/2027,1041,3,2
19/3/2027,1246,3,1
19/3/2027,1352,3,1
19/3/2027,1538,3,2
20/3/2027,45,17,2
20/3/2027,49,3,1
20/3/2027,103,6,1
20/3/2027,109,6,1
20/3/2027,372,17,1
20/3/2027,664,6,1
20/3/2027,690,17,1
20/3/2027,754,3,1
20/3/2027,921,17,1
20/3/2027,1022,3,2
20/3/2027,1138,17,1
21/3/2027,68,13,1
21/3/2027,133,13,1
21/3/2027,187,11,1
21/3/2027,295,13,1
21/3/2027,342,13,1
21/3/2027,398,13,1
21/3/2027,440,13,1
21/3/2027,456,7,1
21/3/2027,462,11,2
21/3/2027,519,13,1
21/3/2027,619,13,1
21/3/2027,652,13,1
21/3/2027,676,11,1
21/3/2027,684,13,1
21/3/2027,766,7,1
21/3/2027,832,13,1
21/3/2027,929,13,2
21/3/2027,1202,13,1
21/3/2027,1365,7,2
21/3/2027,1368,13,1
21/3/2027,1406,13,1
21/3/2027,1428,13,1
21/3/2027,1434,13,1
22/3/2027,81,15,1
22/3/2027,376,17,1
22/3/2027,409,15,2
22/3/2027,463,17,1
22/3/2027,583,15,1
22/3/2027,858,17,1
22/3/2027,1021,11,1
22/3/2027,1112,17,1
22/3/2027,1190,17,1
22/3/2027,1243,17,1
22/3/2027,1309,17,1
22/3/2027,1434,11,1
22/3/2027,1480,15,1
23/3/2027,111,11,1
23/3/2027,161,11,1
23/3/2027,465,11,1
23/3/2027,671,11,1
23/3/2027,993,11,2
24/3/2027,368,7,1
24/3/2027,408,7,1
24/3/2027,948,7,1
24/3/2027,1263,7,1
25/3/2027,171,6,1
25/3/2027,295,6,1
25/3/2027,600,6,1
25/3/2027,636,6,1
25/3/2027,724,6,1
25/3/2027,1298,6,2
25/3/2027,1432,6,1
26/3/2027,953,23,2
27/3/2027,105,24,1
27/3/2027,179,24,1
27/3/2027,571,24,2
27/3/2027,728,24,1
27/3/2027,1190,24,1
27/3/2027,1199,24,1
28/3/2027,57,13,1
28/3/2027,93,13,1
28/3/2027,439,17,1
28/3/2027,446,17,1
28/3/2027,497,17,1
28/3/2027,717,13,1
28/3/2027,799,17,1
28/3/2027,848,17,1
28/3/2027,1285,17,1
28/3/2027,1427,13,1
28/3/2027,1498,13,1
28/3/2027,1528,13,1
29/3/2027,82,23,1
29/3/2027,574,23,1
29/3/2027,636,17,2
29/3/2027,672,23,1
29/3/2027,868,17,1
29/3/2027,1061,17,1
29/3/2027,1275,17,1
29/3/2027,1429,17,2
29/3/2027,1441,17,1
30/3/2027,438,7,2
30/3/2027,1170,7,1
30/3/2027,1194,7,1
30/3/2027,1453,7,1
4/1/2027,255,11,1
4/1/2027,257,11,1
4/1/2027,307,11,1
4/1/2027,814,11,1
4/1/2027,864,11,1
4/2/2027,543,15,2
4/2/2027,1328,15,1
4/3/2027,27,17,1
4/3/2027,416,17,1
4/3/2027,441,17,2
4/3/2027,523,23,1
4/3/2027,699,17,1
4/3/2027,732,17,1
4/3/2027,1161,24,1
4/3/2027,1337,23,1
4/3/2027,1455,17,1
4/3/2027,1536,17,1
4/4/2027,115,16,1
4/4/2027,164,3,1
4/4/2027,245,16,1
4/4/2027,659,7,2
4/4/2027,734,3,1
4/4/2027,861,16,2
4/4/2027,886,7,1
4/4/2027,921,7,1
4/4/2027,968,16,2
4/4/2027,1010,3,1
4/4/2027,1025,24,2
4/4/2027,1122,24,1
4/4/2027,1423,7,1
4/4/2027,1463,24,1
4/5/2027,455,7,1
4/5/2027,543,24,1
4/5/2027,1232,7,1
4/6/2027,48,3,1
4/6/2027,358,3,1
4/6/2027,697,3,2
4/6/2027,1169,3,1
4/7/2027,366,17,1
4/7/2027,371,7,1
4/7/2027,477,17,1
4/7/2027,507,17,1
4/7/2027,570,17,1
4/7/2027,900,17,1
4/7/2027,1409,7,1
4/7/2027,1458,7,1
4/7/2027,1463,17,1
4/7/2027,1533,7,1
4/8/2027,265,13,1
4/8/2027,1253,13,1
4/9/2027,372,15,1
4/9/2027,1288,15,1
4/10/2027,883,11,1
4/10/2027,1541,11,1
4/12/2027,20,23,1
4/12/2027,104,23,1
4/12/2027,116,15,1
4/12/2027,138,15,1
4/12/2027,219,15,2
4/12/2027,564,13,1
4/12/2027,618,15,1
4/12/2027,943,13,1
4/12/2027,1171,15,1
4/12/2027,1362,13,1
4/12/2027,1450,23,1
13/4/2027,3,17,1
13/4/2027,14,6,1
13/4/2027,265,6,2
13/4/2027,339,6,1
13/4/2027,514,6,1
13/4/2027,573,17,1
13/4/2027,1336,24,2
13/4/2027,1404,24,1
13/4/2027,1453,24,1
13/4/2027,1453,6,1
13/4/2027,1454,6,2
14/4/2027,11,13,1
14/4/2027,47,16,2
14/4/2027,82,11,2
14/4/2027,140,6,1
14/4/2027,194,16,1
14/4/2027,324,11,1
14/4/2027,370,13,1
14/4/2027,646,6,1
14/4/2027,671,13,1
14/4/2027,786,6,1
14/4/2027,816,13,1
14/4/2027,881,13,2
14/4/2027,1266,6,1
14/4/2027,1330,6,2
14/4/2027,1382,11,1
14/4/2027,1389,6,1
14/4/2027,1447,13,1
14/4/2027,1557,11,1
15/4/2027,274,17,1
15/4/2027,360,13,1
15/4/2027,845,13,1
15/4/2027,1201,17,1
15/4/2027,1257,17,1
16/4/2027,82,6,1
16/4/2027,1026,6,1
16/4/2027,1362,24,1
17/4/2027,195,13,1
17/4/2027,415,13,1
17/4/2027,675,13,1
17/4/2027,948,13,1
17/4/2027,1172,13,2
17/4/2027,1386,13,1
17/4/2027,1524,13,1
18/4/2027,878,11,1
19/4/2027,277,7,1
19/4/2027,549,3,1
19/4/2027,587,3,1
19/4/2027,638,3,1
19/4/2027,691,3,1
19/4/2027,1137,7,1
19/4/2027,1403,7,1
19/4/2027,1414,7,1
20/4/2027,376,6,1
20/4/2027,907,6,1
20/4/2027,1021,6,1
20/4/2027,1075,6,1
21/4/2027,270,3,1
21/4/2027,593,3,1
21/4/2027,619,3,1
21/4/2027,1432,3,2
22/4/2027,331,6,1
22/4/2027,427,11,1
22/4/2027,515,11,1
22/4/2027,597,11,1
22/4/2027,991,6,1
23/4/2027,17,17,2
23/4/2027,275,17,1
23/4/2027,1411,17,1
24/4/2027,477,16,1
24/4/2027,486,16,2
24/4/2027,746,16,1
24/4/2027,870,23,2
24/4/2027,1212,16,1
26/4/2027,6,16,2
26/4/2027,317,16,1
26/4/2027,587,16,2
26/4/2027,645,3,1
26/4/2027,727,16,2
26/4/2027,1422,3,1
26/4/2027,1539,16,1
26/4/2027,1545,16,1
26/4/2027,1558,16,1
27/4/2027,163,15,1
27/4/2027,191,7,1
27/4/2027,225,7,1
27/4/2027,444,7,1
27/4/2027,491,15,1
27/4/2027,982,15,1
27/4/2027,993,15,1
27/4/2027,1028,23,1
27/4/2027,1052,15,1
27/4/2027,1183,15,1
27/4/2027,1357,15,1
28/4/2027,142,23,1
29/4/2027,868,15,2
29/4/2027,1210,15,1
5/1/2027,78,7,1
5/1/2027,639,7,1
5/1/2027,644,13,1
5/1/2027,691,13,1
5/1/2027,1132,13,1
5/1/2027,1157,13,1
5/1/2027,1314,13,2
5/1/2027,1447,13,1
5/1/2027,1531,7,1
5/2/2027,102,16,1
5/2/2027,649,24,1
5/2/2027,930,16,1
5/2/2027,973,24,1
5/2/2027,1008,16,1
5/2/2027,1104,24,1
5/2/2027,1283,16,1
5/3/2027,71,3,1
5/3/2027,200,3,1
5/3/2027,404,17,1
5/3/2027,412,3,1
5/3/2027,630,17,1
5/3/2027,803,3,1
5/3/2027,1009,3,1
5/3/2027,1323,17,1
5/4/2027,268,3,1
5/4/2027,362,3,1
5/4/2027,748,3,2
5/4/2027,1137,3,1
5/5/2027,41,16,1
5/5/2027,400,13,1
5/5/2027,545,17,2
5/5/2027,749,16,1
5/5/2027,949,17,1
5/5/2027,1161,13,2
5/5/2027,1330,16,1
5/7/2027,157,24,1
5/7/2027,166,24,2
5/7/2027,463,24,1
5/7/2027,866,24,2
5/8/2027,420,15,1
5/8/2027,471,11,1
5/8/2027,527,15,1
5/8/2027,692,15,2
5/8/2027,1178,15,1
5/8/2027,1261,11,1
5/8/2027,1388,15,1
5/9/2027,122,11,1
5/9/2027,145,13,1
5/9/2027,165,13,1
5/9/2027,304,13,1
5/9/2027,340,13,1
5/9/2027,407,13,1
5/9/2027,590,17,1
5/9/2027,629,13,1
5/9/2027,629,17,2
5/9/2027,702,13,1
5/9/2027,735,13,2
5/9/2027,739,17,1
5/9/2027,763,13,1
5/9/2027,831,13,1
5/9/2027,832,17,1
5/9/2027,852,7,1
5/9/2027,868,7,1
5/9/2027,1014,11,2
5/9/2027,1084,13,1
5/9/2027,1120,13,1
5/9/2027,1177,13,1
5/9/2027,1228,17,1
5/9/2027,1258,13,2
5/9/2027,1273,13,1
5/9/2027,1320,13,2
5/9/2027,1353,11,2
5/9/2027,1442,7,1
5/9/2027,1480,11,1
5/9/2027,1505,13,1
5/9/2027,1531,13,1
5/11/2027,340,11,1
5/11/2027,1447,11,1
5/11/2027,1452,11,1
14/5/2027,54,17,2
14/5/2027,109,17,1
14/5/2027,170,7,2
14/5/2027,325,7,1
14/5/2027,493,17,1
14/5/2027,640,23,1
14/5/2027,722,17,1
14/5/2027,767,23,1
14/5/2027,780,23,1
14/5/2027,830,17,1
14/5/2027,960,23,1
14/5/2027,1087,17,2
14/5/2027,1179,17,1
15/5/2027,111,16,1
15/5/2027,214,11,1
15/5/2027,332,24,1
15/5/2027,440,16,1
15/5/2027,441,24,1
15/5/2027,468,11,1
15/5/2027,549,11,1
15/5/2027,576,24,1
15/5/2027,730,24,2
15/5/2027,865,24,2
15/5/2027,910,11,1
15/5/2027,947,16,2
15/5/2027,1157,24,1
15/5/2027,1198,16,1
15/5/2027,1450,24,2
15/5/2027,1465,24,1
16/5/2027,156,23,1
16/5/2027,304,7,2
16/5/2027,527,23,2
16/5/2027,874,23,1
16/5/2027,1340,7,1
16/5/2027,1357,7,1
17/5/2027,114,23,2
17/5/2027,143,23,1
17/5/2027,168,24,1
17/5/2027,496,16,1
17/5/2027,785,23,1
17/5/2027,986,16,1
17/5/2027,989,23,1
17/5/2027,1349,16,1
18/5/2027,329,6,1
18/5/2027,611,6,2
18/5/2027,1155,6,1
18/5/2027,1169,6,1
19/5/2027,167,15,1
19/5/2027,190,6,1
19/5/2027,261,15,1
19/5/2027,336,6,1
19/5/2027,442,6,2
19/5/2027,484,15,1
19/5/2027,620,6,2
19/5/2027,952,15,1
19/5/2027,986,6,1
19/5/2027,1072,15,1
19/5/2027,1256,15,1
19/5/2027,1343,15,2
19/5/2027,1405,15,2
19/5/2027,1523,6,1
21/5/2027,51,6,1
21/5/2027,523,15,1
21/5/2027,791,24,1
21/5/2027,801,3,1
21/5/2027,887,24,1
21/5/2027,896,15,1
21/5/2027,944,7,1
21/5/2027,984,24,1
21/5/2027,1135,3,2
21/5/2027,1164,3,1
21/5/2027,1217,6,1
21/5/2027,1269,7,1
21/5/2027,1274,3,1
21/5/2027,1333,7,1
21/5/2027,1368,6,1
21/5/2027,1484,15,1
22/5/2027,397,13,2
22/5/2027,967,23,1
22/5/2027,1325,15,1
22/5/2027,1545,23,1
23/5/2027,485,6,1
23/5/2027,1378,6,2
25/5/2027,66,3,1
25/5/2027,296,3,1
25/5/2027,1411,3,1
26/5/2027,183,3,1
26/5/2027,264,3,1
26/5/2027,608,3,1
27/5/2027,403,15,1
27/5/2027,1048,15,1
27/5/2027,1464,15,1
29/5/2027,23,17,2
29/5/2027,398,16,1
29/5/2027,409,16,1
29/5/2027,600,17,1
29/5/2027,719,17,2
29/5/2027,905,13,2
29/5/2027,996,17,1
29/5/2027,1378,17,1
29/5/2027,1389,17,2
6/1/2027,869,24,1
6/1/2027,961,24,1
6/1/2027,1190,24,1
6/2/2027,19,13,2
6/2/2027,333,13,1
6/2/2027,550,13,1
6/2/2027,983,13,1
6/2/2027,997,13,1
6/2/2027,1480,13,1
6/2/2027,1548,13,1
6/3/2027,221,13,1
6/3/2027,685,11,1
6/3/2027,704,3,1
6/3/2027,1024,13,1
6/3/2027,1359,13,1
6/4/2027,547,24,1
6/4/2027,585,16,1
6/4/2027,1006,24,1
6/4/2027,1241,24,2
6/4/2027,1268,16,1
6/4/2027,1364,16,1
6/4/2027,1420,16,1
6/4/2027,1433,24,2
6/4/2027,1456,16,1
6/5/2027,11,7,1
6/5/2027,471,23,1
6/5/2027,530,23,2
6/5/2027,567,7,1
6/5/2027,710,23,1
6/5/2027,1141,23,2
6/5/2027,1276,23,2
6/6/2027,475,13,1
6/6/2027,812,13,1
6/6/2027,1100,13,1
6/7/2027,63,7,1
6/7/2027,487,7,1
6/7/2027,1253,15,1
6/7/2027,1409,15,1
6/7/2027,1555,15,2
6/10/2027,116,15,1
6/10/2027,829,15,1
6/10/2027,1421,15,1
6/11/2027,64,3,2
6/11/2027,299,11,1
6/11/2027,335,11,1
6/11/2027,390,3,1
6/11/2027,548,11,1
6/11/2027,723,11,2
6/11/2027,803,11,1
6/11/2027,808,3,1
6/11/2027,928,11,1
6/11/2027,1012,3,1
6/11/2027,1357,11,1
6/11/2027,1425,3,1
6/11/2027,1465,3,1
6/12/2027,96,7,1
6/12/2027,438,6,1
6/12/2027,544,6,1
6/12/2027,796,7,1
6/12/2027,1371,7,1
6/12/2027,1554,6,1
14/6/2027,98,16,2
14/6/2027,126,16,1
14/6/2027,392,7,2
14/6/2027,579,16,1
14/6/2027,1164,16,1
14/6/2027,1212,7,2
14/6/2027,1346,16,1
14/6/2027,1362,7,1
15/6/2027,9,6,2
15/6/2027,184,17,1
15/6/2027,245,17,1
15/6/2027,430,15,1
15/6/2027,441,15,1
15/6/2027,910,15,2
15/6/2027,938,17,1
15/6/2027,1057,17,1
16/6/2027,279,3,2
16/6/2027,326,3,1
16/6/2027,387,3,1
16/6/2027,522,17,1
16/6/2027,839,3,1
16/6/2027,988,17,1
16/6/2027,1091,17,1
16/6/2027,1099,17,1
16/6/2027,1105,3,1
16/6/2027,1243,17,1
16/6/2027,1338,17,1
16/6/2027,1353,3,1
16/6/2027,1541,17,2
17/6/2027,3,15,1
17/6/2027,639,15,1
17/6/2027,719,13,1
17/6/2027,1179,13,2
17/6/2027,1204,13,1
17/6/2027,1227,13,1
17/6/2027,1486,13,1
18/6/2027,118,11,1
18/6/2027,128,3,2
18/6/2027,308,11,1
18/6/2027,475,11,1
18/6/2027,588,11,1
18/6/2027,899,16,2
18/6/2027,982,11,1
18/6/2027,1448,11,1
19/6/2027,34,11,1
19/6/2027,153,11,1
19/6/2027,195,11,1
19/6/2027,252,11,1
19/6/2027,546,11,1
19/6/2027,733,11,1
19/6/2027,761,11,1
19/6/2027,1487,11,1
20/6/2027,317,24,1
20/6/2027,764,11,1
20/6/2027,848,11,1
20/6/2027,1008,11,1
20/6/2027,1124,11,1
20/6/2027,1168,24,1
20/6/2027,1443,24,1
20/6/2027,1506,24,1
20/6/2027,1530,11,1
21/6/2027,230,17,2
21/6/2027,271,17,1
21/6/2027,292,24,2
21/6/2027,348,6,1
21/6/2027,465,6,1
21/6/2027,485,24,2
21/6/2027,514,24,1
21/6/2027,588,6,1
21/6/2027,601,17,2
21/6/2027,698,6,1
21/6/2027,817,24,1
21/6/2027,933,17,1
21/6/2027,970,24,1
21/6/2027,1061,24,1
21/6/2027,1083,17,2
21/6/2027,1231,17,1
21/6/2027,1321,17,1
21/6/2027,1423,6,1
21/6/2027,1423,24,1
21/6/2027,1444,17,1
21/6/2027,1461,17,2
22/6/2027,39,17,1
22/6/2027,130,6,2
22/6/2027,134,3,1
22/6/2027,169,6,1
22/6/2027,207,3,2
22/6/2027,337,3,1
22/6/2027,419,6,1
